Date,Open,High,Low,Close,Adj Close,Volume
2018-06-20,105.730003,106.110001,105.360001,105.809998,95.462860,4601400
2018-06-21,106.570000,107.430000,106.300003,107.239998,96.753021,6550700
2018-06-22,107.239998,108.669998,107.139999,108.370003,97.772530,5709400
2018-06-25,107.709999,109.589996,107.709999,108.989998,98.331886,5183000
2018-06-26,109.050003,109.169998,107.470001,108.050003,97.483818,5034100
2018-06-27,108.370003,108.959999,107.620003,108.269997,97.682320,6229200
2018-06-28,108.419998,109.300003,108.300003,108.680000,98.052200,4297400
2018-06-29,108.720001,109.500000,107.800003,108.870003,98.223640,4721400
2018-07-02,108.699997,110.000000,108.309998,109.529999,98.819084,4711900
2018-07-03,108.580002,109.570000,108.059998,108.800003,98.160484,3769100
2018-07-05,108.910004,109.620003,108.000000,109.550003,98.837135,4870400
2018-07-06,109.489998,110.019997,108.970001,109.559998,98.846161,4387300
2018-07-09,109.129997,109.300003,107.519997,107.760002,97.222183,7866400
2018-07-10,110.620003,113.000000,109.680000,112.889999,101.850525,16107200
2018-07-11,112.639999,112.940002,112.099998,112.540001,101.534744,5521400
2018-07-12,112.540001,112.709999,110.970001,111.529999,100.623520,5500100
2018-07-13,111.680000,112.790001,111.620003,112.690002,101.670074,4417100
2018-07-16,112.559998,113.120003,111.750000,112.959999,101.913673,5413600
2018-07-17,113.470001,115.029999,113.470001,114.879997,103.645927,6783800
2018-07-18,114.919998,115.000000,113.889999,114.830002,103.600800,5379000
2018-07-19,114.769997,116.589996,114.750000,115.769997,104.448868,9241300
2018-07-20,115.750000,116.790001,115.220001,116.010002,104.665421,27559700
2018-07-23,115.519997,115.980003,113.580002,114.389999,103.203827,7769300
2018-07-24,114.139999,114.919998,113.849998,114.739998,103.519600,5095100
2018-07-25,114.940002,115.669998,114.500000,115.209999,103.943649,4762300
2018-07-26,116.139999,116.900002,114.879997,115.000000,103.754189,5096300
2018-07-27,114.769997,115.349998,114.029999,114.279999,103.104591,4563700
2018-07-30,113.779999,114.589996,113.669998,114.180000,103.014366,3621800
2018-07-31,114.660004,115.489998,114.110001,115.000000,103.754189,4892100
2018-08-01,114.419998,114.529999,113.230003,113.610001,102.500114,4169000
2018-08-02,113.599998,114.930000,113.089996,114.690002,103.474487,4167200
2018-08-03,114.769997,116.699997,114.370003,116.300003,104.927078,3934500
2018-08-06,117.250000,118.440002,116.900002,117.379997,105.901443,6704800
2018-08-07,116.449997,116.449997,113.529999,114.220001,103.050468,6919600
2018-08-08,114.519997,114.849998,113.470001,113.489998,102.391853,5172900
2018-08-09,114.120003,114.120003,113.379997,113.699997,102.581299,4115400
2018-08-10,113.589996,113.970001,112.570000,112.870003,101.832474,3711900
2018-08-13,112.809998,113.139999,112.010002,113.019997,101.967796,3170100
2018-08-14,112.699997,113.489998,112.110001,113.099998,102.039970,3836700
2018-08-15,112.760002,113.739998,112.250000,113.449997,102.355759,6513300
2018-08-16,113.739998,114.730003,113.370003,114.250000,103.077522,4504600
2018-08-17,114.000000,115.089996,114.000000,114.959999,103.718102,3391600
2018-08-20,114.989998,115.849998,114.599998,114.839996,103.609825,3676000
2018-08-21,115.250000,115.250000,113.650002,113.720001,102.599350,4667700
2018-08-22,113.699997,113.820000,111.959999,112.239998,101.264076,3860900
2018-08-23,112.169998,112.230003,111.510002,111.930000,100.984406,4508800
2018-08-24,111.870003,112.529999,111.800003,112.150002,101.182892,3677700
2018-08-27,112.580002,112.769997,111.830002,112.410004,101.417458,3155700
2018-08-28,112.220001,112.449997,110.889999,111.169998,100.298706,5229400
2018-08-29,111.300003,112.120003,111.220001,112.050003,101.092674,2403200
2018-08-30,111.870003,112.230003,111.550003,111.959999,101.011475,2119100
2018-08-31,111.769997,112.580002,111.260002,112.010002,101.056564,4248800
2018-09-04,111.820000,112.089996,110.449997,111.000000,100.145340,4576300
2018-09-05,110.760002,113.169998,110.699997,113.120003,102.058022,4392100
2018-09-06,112.000000,113.529999,111.440002,113.500000,103.247879,4808300
2018-09-07,112.849998,113.500000,111.510002,112.739998,102.556519,3833800
2018-09-10,112.919998,113.989998,112.699997,113.570000,103.311554,3289700
2018-09-11,111.849998,113.750000,111.849998,113.330002,103.093231,2807300
2018-09-12,113.309998,114.230003,113.040001,113.849998,103.566261,3651400
2018-09-13,114.489998,115.010002,113.690002,114.989998,104.603302,3808100
2018-09-14,114.889999,114.889999,113.720001,114.570000,104.221222,2698300
2018-09-17,114.599998,115.449997,114.220001,115.400002,104.976257,3092600
2018-09-18,115.480003,115.480003,113.690002,113.980003,103.684525,4081200
2018-09-19,113.949997,114.239998,113.459999,113.769997,103.493500,2844900
2018-09-20,114.230003,115.510002,114.110001,115.220001,104.812515,3375900
2018-09-21,115.260002,115.519997,114.839996,114.910004,104.530518,6989500
2018-09-24,114.099998,114.720001,112.199997,112.269997,102.128983,3387400
2018-09-25,112.639999,112.750000,111.760002,111.970001,101.856079,3538700
2018-09-26,112.269997,112.860001,111.309998,111.500000,101.428520,4053500
2018-09-27,111.430000,112.400002,110.910004,111.050003,101.019173,3841500
2018-09-28,111.540001,112.050003,110.910004,111.800003,101.701431,5945300
2018-10-01,112.150002,112.480003,110.669998,110.709999,100.709892,5064700
2018-10-02,110.449997,111.110001,107.699997,108.720001,98.899635,6702200
2018-10-03,109.209999,109.709999,107.169998,107.519997,97.808037,6107500
2018-10-04,106.849998,107.400002,105.800003,106.610001,96.980247,4930300
2018-10-05,106.250000,107.010002,105.980003,106.489998,96.871071,3438100
2018-10-08,106.360001,108.339996,106.309998,108.190002,98.417519,3994100
2018-10-09,108.680000,108.940002,107.519997,108.120003,98.353859,4105600
2018-10-10,107.589996,109.349998,107.199997,107.339996,97.644287,5796200
2018-10-11,108.209999,108.480003,104.900002,105.059998,95.570221,5755100
2018-10-12,105.300003,105.760002,104.529999,105.279999,95.770355,4543000
2018-10-15,105.199997,106.650002,105.169998,105.629997,96.088760,3805700
2018-10-16,106.309998,107.690002,105.839996,107.389999,97.689789,4061600
2018-10-17,107.209999,108.779999,107.190002,108.309998,98.526680,4495900
2018-10-18,108.480003,109.349998,107.550003,107.930000,98.180992,4093700
2018-10-19,108.589996,110.599998,108.489998,110.290001,100.327827,5109000
2018-10-22,110.089996,110.889999,109.239998,109.400002,99.518219,5477700
2018-10-23,108.930000,110.529999,108.320000,110.129997,100.182289,4484100
2018-10-24,110.199997,114.160004,109.949997,112.959999,102.756653,8222900
2018-10-25,112.959999,113.269997,111.419998,112.849998,102.656593,6712900
2018-10-26,111.620003,112.059998,109.690002,110.449997,100.473366,5872800
2018-10-29,111.290001,113.309998,111.139999,112.889999,102.692978,5706000
2018-10-30,113.750000,114.230003,112.599998,113.769997,103.493500,4900400
2018-10-31,113.489998,113.489998,111.190002,112.379997,102.229050,6449500
2018-11-01,112.000000,113.139999,110.980003,111.510002,101.437637,5736700
2018-11-02,111.489998,112.099998,109.629997,111.169998,101.128334,6705700
2018-11-05,111.690002,114.440002,111.279999,114.389999,104.057487,5270400
2018-11-06,114.029999,115.349998,113.860001,115.209999,104.803413,3913400
2018-11-07,115.449997,115.769997,114.440002,115.610001,105.167282,4219600
2018-11-08,115.379997,116.500000,115.250000,116.059998,105.576645,2925100
2018-11-09,116.080002,117.709999,116.080002,117.480003,106.868378,5026300
2018-11-12,117.000000,118.320000,116.709999,116.970001,106.404442,4781900
2018-11-13,117.750000,117.750000,116.209999,117.139999,106.559090,3609900
2018-11-14,117.440002,117.480003,116.269997,116.650002,106.113350,4423800
2018-11-15,116.430000,116.989998,115.599998,116.800003,106.249817,4045700
2018-11-16,117.050003,118.480003,116.839996,118.349998,107.659782,4484300
2018-11-19,118.080002,119.519997,117.970001,119.010002,108.260185,4673900
2018-11-20,119.800003,120.279999,115.779999,116.000000,105.522079,5087800
2018-11-21,115.889999,116.889999,114.919998,115.279999,104.867111,3245000
2018-11-23,114.779999,116.570000,114.779999,115.410004,104.985344,1444700
2018-11-26,115.879997,116.430000,114.989998,115.860001,105.394722,2972500
2018-11-27,115.370003,116.529999,114.900002,116.440002,105.922310,2884700
2018-11-28,115.980003,118.519997,115.570000,118.500000,107.796249,3989400
2018-11-29,118.400002,118.870003,117.440002,118.269997,107.587013,2878700
2018-11-30,118.129997,122.000000,118.129997,121.940002,110.925522,8051100
2018-12-03,120.480003,120.910004,117.510002,118.980003,108.232895,6112600
2018-12-04,119.370003,120.610001,117.449997,117.800003,107.159485,7018200
2018-12-06,116.309998,117.379997,114.099998,116.839996,107.130127,5191700
2018-12-07,116.370003,116.980003,115.379997,115.820000,106.194901,4615500
2018-12-10,116.400002,116.620003,114.459999,116.190002,106.534149,4150600
2018-12-11,116.900002,118.190002,116.680000,117.290001,107.542732,5545100
2018-12-12,118.339996,118.589996,116.410004,117.000000,107.276840,4889700
2018-12-13,117.139999,118.889999,117.110001,118.349998,108.514641,6181200
2018-12-14,117.320000,117.550003,113.669998,113.949997,104.480301,7404200
2018-12-17,114.370003,115.070000,112.199997,112.870003,103.490074,6015300
2018-12-18,113.220001,113.529999,110.750000,111.839996,102.545654,5846200
2018-12-19,112.629997,113.190002,109.629997,110.040001,100.895233,6915400
2018-12-20,110.199997,111.930000,109.199997,110.209999,101.051109,8468300
2018-12-21,110.959999,114.160004,108.809998,109.419998,100.326775,13263600
2018-12-24,110.129997,111.089996,105.959999,106.029999,97.218483,3354000
2018-12-26,106.220001,108.440002,105.029999,108.330002,99.327347,4537000
2018-12-27,107.769997,109.470001,106.029999,109.419998,100.326775,5175900
2018-12-28,110.089996,111.099998,109.220001,110.360001,101.188644,5410300
2018-12-31,110.580002,111.089996,109.320000,110.480003,101.298668,5019100
2019-01-02,109.150002,110.019997,108.230003,109.279999,100.198395,4835400
2019-01-03,108.910004,110.150002,108.050003,108.260002,99.263161,5975900
2019-01-04,109.540001,110.599998,108.239998,110.480003,101.298668,6293900
2019-01-07,110.010002,110.379997,108.650002,109.529999,100.427620,5220300
2019-01-08,110.139999,110.800003,109.419998,110.580002,101.390373,6407700
2019-01-09,110.330002,110.870003,107.489998,107.489998,98.557159,8521300
2019-01-10,107.410004,108.339996,107.360001,108.150002,99.162315,7905000
2019-01-11,107.860001,108.500000,107.639999,108.160004,99.171494,5939000
2019-01-14,107.849998,107.959999,106.959999,107.320000,98.401291,5804600
2019-01-15,107.459999,109.070000,106.730003,108.989998,99.932518,4508000
2019-01-16,108.989998,109.050003,107.699997,108.339996,99.336517,4953500
2019-01-17,108.139999,109.470001,108.089996,109.220001,100.143394,4612200
2019-01-18,109.970001,110.300003,109.169998,110.070000,100.922745,5142700
2019-01-22,109.860001,110.230003,108.779999,109.910004,100.776054,5298200
2019-01-23,109.680000,110.790001,109.510002,110.730003,101.527901,5197400
2019-01-24,110.309998,110.309998,108.410004,109.500000,100.400116,4478000
2019-01-25,110.150002,110.589996,109.040001,109.349998,100.262558,5074800
2019-01-28,108.959999,109.599998,108.000000,108.820000,99.776634,4055900
2019-01-29,108.930000,109.620003,108.510002,109.000000,99.941673,4301500
2019-01-30,108.940002,111.239998,108.540001,110.820000,101.610428,5023800
2019-01-31,110.970001,112.900002,110.209999,112.669998,103.306679,6183400
2019-02-01,112.949997,113.279999,111.449997,112.190002,102.866570,5010500
2019-02-04,112.209999,113.400002,111.849998,113.089996,103.691780,3665000
2019-02-05,113.029999,113.540001,112.489998,112.900002,103.517563,4593400
2019-02-06,113.410004,113.580002,112.300003,113.050003,103.655098,4209400
2019-02-07,112.820000,113.160004,112.160004,113.089996,103.691780,4227700
2019-02-08,112.930000,113.040001,111.930000,113.019997,103.627579,3868300
2019-02-11,113.160004,113.580002,112.639999,112.970001,103.581734,4851100
2019-02-12,113.230003,114.500000,112.220001,113.790001,104.333588,6765300
2019-02-13,114.110001,114.730003,113.629997,114.120003,104.636177,5528000
2019-02-14,113.000000,113.000000,111.879997,112.589996,103.233315,6359200
2019-02-15,115.849998,116.279999,114.110001,115.910004,106.277428,8889500
2019-02-19,116.800003,116.970001,115.199997,115.930000,106.295761,5596100
2019-02-20,115.750000,116.639999,115.410004,115.830002,106.204071,6038900
2019-02-21,115.500000,116.930000,115.470001,116.099998,106.451622,4825900
2019-02-22,116.110001,116.769997,115.589996,116.760002,107.056786,4865400
2019-02-25,117.169998,117.300003,115.709999,116.059998,106.414963,3755900
2019-02-26,116.370003,116.500000,115.430000,115.970001,106.332428,4074600
2019-02-27,115.540001,115.699997,114.410004,115.370003,105.782295,4175100
2019-02-28,114.739998,116.220001,114.209999,115.639999,106.889641,5586300
2019-03-01,115.860001,116.370003,115.230003,116.180000,107.388786,3629100
2019-03-04,116.550003,116.930000,115.500000,116.169998,107.379547,4383100
2019-03-05,115.980003,116.820000,115.660004,116.029999,107.250137,3785400
2019-03-06,115.779999,116.830002,115.580002,116.660004,107.832458,4770700
2019-03-07,116.209999,117.330002,115.699997,116.099998,107.314835,4858300
2019-03-08,115.830002,116.260002,114.260002,115.230003,106.510674,5003300
2019-03-11,115.300003,116.709999,114.980003,116.589996,107.767761,4821600
2019-03-12,116.750000,117.209999,116.010002,116.570000,107.749275,4356400
2019-03-13,116.879997,117.559998,116.459999,116.580002,107.758514,5968600
2019-03-14,116.860001,116.980003,115.449997,115.500000,106.760239,8986600
2019-03-15,115.680000,116.529999,115.370003,115.660004,106.908127,18194200
2019-03-18,116.169998,117.389999,116.050003,117.269997,108.396301,9476000
2019-03-19,117.360001,118.750000,117.250000,118.089996,109.154251,6751700
2019-03-20,118.070000,119.480003,117.349998,118.320000,109.366852,5733500
2019-03-21,118.010002,119.669998,118.010002,119.440002,110.402115,4305600
2019-03-22,119.500000,121.290001,119.449997,120.720001,111.585258,6668100
2019-03-25,120.260002,121.290001,120.080002,120.849998,111.705399,4275400
2019-03-26,121.459999,122.160004,121.260002,122.019997,112.786873,4583000
2019-03-27,122.459999,123.190002,121.190002,121.889999,112.666710,5318500
2019-03-28,121.889999,122.470001,121.589996,121.839996,112.620499,3694700
2019-03-29,122.290001,122.760002,121.269997,122.550003,113.276772,5758800
2019-04-01,122.589996,122.889999,121.589996,122.000000,112.768402,5025700
2019-04-02,121.900002,122.260002,121.559998,121.680000,112.472618,3242600
2019-04-03,121.680000,122.230003,120.739998,121.559998,112.361687,4534400
2019-04-04,121.809998,122.129997,121.169998,121.470001,112.278496,3022500
2019-04-05,121.349998,121.669998,120.820000,121.620003,112.417152,3971500
2019-04-08,121.720001,122.040001,121.209999,122.000000,112.768402,3140100
2019-04-09,121.739998,122.199997,120.849998,122.169998,112.925537,3864400
2019-04-10,122.349998,122.699997,121.660004,122.040001,112.805367,2681100
2019-04-11,122.360001,122.750000,121.169998,121.669998,112.463364,3399700
2019-04-12,121.529999,122.330002,121.150002,122.230003,112.980995,3501100
2019-04-15,122.440002,124.000000,122.360001,123.660004,114.302773,4419800
2019-04-16,123.220001,123.820000,121.889999,122.410004,113.147377,5263700
2019-04-17,125.000000,127.110001,123.839996,127.010002,117.399284,7318200
2019-04-18,128.229996,128.259995,126.730003,127.089996,117.473228,6331200
2019-04-22,126.769997,127.239998,125.879997,126.440002,116.872437,3707000
2019-04-23,126.680000,127.540001,126.120003,127.089996,117.473228,4464100
2019-04-24,127.410004,127.980003,126.669998,126.919998,117.316116,3517200
2019-04-25,125.650002,126.400002,125.180000,126.129997,116.585892,4433700
2019-04-26,126.519997,127.250000,126.120003,126.400002,116.835449,3033800
2019-04-29,126.139999,126.959999,126.019997,126.690002,117.103508,2793400
2019-04-30,127.050003,128.389999,126.339996,128.050003,118.360603,4963600
2019-05-01,127.849998,128.000000,127.010002,127.239998,117.611893,3810800
2019-05-02,127.239998,127.550003,126.169998,126.830002,117.232910,2875900
2019-05-03,127.099998,128.179993,126.919998,127.669998,118.009361,2854900
2019-05-06,127.300003,127.629997,126.760002,127.269997,117.639618,2883900
2019-05-07,126.639999,126.949997,125.180000,125.980003,116.447227,3558900
2019-05-08,125.800003,126.739998,124.949997,126.019997,116.484207,3844700
2019-05-09,125.769997,126.540001,124.849998,126.050003,116.511940,3127200
2019-05-10,126.139999,128.279999,125.620003,128.009995,118.323616,3720400
2019-05-13,127.019997,127.940002,126.629997,127.160004,117.537941,4297200
2019-05-14,127.559998,128.509995,127.290001,127.410004,117.769043,5150300
2019-05-15,127.099998,129.869995,127.099998,129.350006,119.562233,3751900
2019-05-16,129.369995,130.750000,128.759995,130.270004,120.412628,4812900
2019-05-17,129.919998,130.869995,129.649994,130.509995,120.634445,4011700
2019-05-20,130.039993,130.449997,129.550003,129.990005,120.153816,3965600
2019-05-21,130.580002,130.580002,128.850006,129.050003,119.284920,4080800
2019-05-22,129.100006,130.639999,128.949997,130.070007,120.227753,3588000
2019-05-23,129.600006,130.899994,129.509995,129.970001,120.135315,3901400
2019-05-24,130.330002,130.479996,128.960007,129.500000,119.700882,2702700
2019-05-28,129.500000,129.899994,127.360001,127.629997,117.972389,8806000
2019-05-29,127.580002,128.309998,126.839996,128.169998,118.471504,5502700
2019-05-30,128.149994,128.910004,127.779999,128.610001,118.878227,2710300
2019-05-31,128.000000,128.449997,126.989998,128.000000,118.314369,4191200
2019-06-03,127.860001,129.160004,127.489998,128.979996,119.220230,3588700
2019-06-04,129.750000,129.809998,128.020004,129.070007,119.303421,4242400
2019-06-05,129.220001,131.600006,128.860001,131.389999,121.447861,5084200
2019-06-06,131.080002,132.270004,130.559998,131.979996,122.886406,5528000
2019-06-07,132.839996,134.710007,132.589996,133.470001,124.273773,6332700
2019-06-10,133.179993,133.679993,132.360001,133.589996,124.385490,2957900
2019-06-11,134.059998,134.339996,132.690002,133.199997,124.022354,3553600
2019-06-12,134.009995,134.440002,132.660004,133.139999,123.966461,3302800
2019-06-13,133.449997,133.789993,131.850006,132.940002,123.780251,2851400
2019-06-14,133.009995,133.539993,132.559998,132.729996,123.584732,3291800
2019-06-17,132.720001,133.240005,131.889999,132.520004,123.389198,2725800
2019-06-18,134.419998,134.419998,131.860001,132.059998,122.960907,4378200
2019-06-19,132.059998,133.289993,131.330002,132.850006,123.696472,4349900
2019-06-20,133.869995,134.449997,133.339996,134.160004,124.916206,3847500
2019-06-21,134.160004,134.559998,133.630005,133.960007,124.729988,7696300
2019-06-24,134.649994,135.240005,133.940002,134.139999,124.897575,3685800
2019-06-25,133.979996,134.479996,133.539993,133.809998,124.590317,4176300
2019-06-26,133.059998,133.770004,132.300003,132.320007,123.202995,6024100
2019-06-27,132.250000,132.440002,131.380005,131.690002,122.616402,4750900
2019-06-28,132.279999,132.410004,130.759995,131.130005,122.094986,6318500
2019-07-01,131.990005,132.289993,131.070007,131.869995,122.783997,3544800
2019-07-02,132.089996,132.649994,131.350006,132.429993,123.305389,3233300
2019-07-03,132.979996,134.089996,132.770004,133.990005,124.757927,2859200
2019-07-05,132.889999,133.490005,131.550003,133.020004,123.854744,3356000
2019-07-08,133.100006,133.389999,132.039993,132.559998,123.426437,5854500
2019-07-09,133.000000,133.399994,130.720001,131.740005,122.662956,8233200
2019-07-10,132.399994,134.460007,131.869995,134.410004,125.148972,6141500
2019-07-11,134.210007,134.740005,133.350006,134.350006,125.093109,3944200
2019-07-12,134.000000,134.429993,132.610001,133.279999,124.096832,4481200
2019-07-15,133.600006,134.160004,132.550003,134.149994,124.906883,3077900
2019-07-16,134.080002,135.240005,133.050003,133.800003,124.581039,4019700
2019-07-17,133.919998,134.279999,132.470001,132.779999,123.631271,4105100
2019-07-18,132.610001,133.199997,131.520004,132.880005,123.724403,3698600
2019-07-19,133.169998,133.190002,130.009995,130.089996,121.126617,5022000
2019-07-22,130.490005,130.809998,129.630005,130.279999,121.303528,4411700
2019-07-23,131.130005,132.240005,130.410004,130.740005,121.731842,4145800
2019-07-24,131.199997,131.199997,128.619995,129.210007,120.307281,4669700
2019-07-25,128.630005,129.529999,128.389999,128.990005,120.102417,3335200
2019-07-26,129.440002,131.419998,128.710007,131.220001,122.178772,4580800
2019-07-29,131.500000,132.059998,131.179993,131.529999,122.467415,4533400
2019-07-30,131.339996,132.080002,130.229996,130.479996,121.489761,3367900
2019-07-31,130.479996,130.479996,126.239998,127.809998,119.003723,5757600
2019-08-01,128.960007,129.399994,126.769997,127.139999,118.379898,6199400
2019-08-02,127.099998,128.820007,126.500000,127.919998,119.106140,5573300
2019-08-05,128.350006,129.149994,123.879997,124.400002,115.828674,6192800
2019-08-06,124.779999,127.000000,124.379997,126.449997,117.737434,6258600
2019-08-07,126.400002,128.339996,124.629997,127.779999,118.975792,6149000
2019-08-08,128.100006,129.750000,127.000000,129.470001,120.549347,3702100
2019-08-09,129.710007,129.740005,127.320000,128.600006,119.739311,2929500
2019-08-12,128.449997,129.149994,127.870003,128.350006,119.506531,2920800
2019-08-13,128.279999,130.380005,127.940002,129.929993,120.977654,4088200
2019-08-14,129.520004,130.529999,128.800003,129.119995,120.223457,6232700
2019-08-15,129.660004,131.220001,129.399994,130.720001,121.713234,3701800
2019-08-16,131.419998,132.320007,130.639999,131.759995,122.681564,3405000
2019-08-19,132.070007,132.850006,131.940002,132.570007,123.435760,3101200
2019-08-20,132.800003,133.100006,131.929993,132.059998,122.960907,3160300
2019-08-21,132.910004,133.639999,131.619995,132.339996,123.221611,2936900
2019-08-22,131.750000,132.929993,131.320007,132.660004,123.519562,2484200
2019-08-23,132.449997,133.350006,129.539993,130.270004,121.294243,4239500
2019-08-26,130.820007,133.750000,130.589996,133.740005,124.525154,3954100
2019-08-27,134.199997,135.360001,133.679993,134.759995,125.474861,7187800
2019-08-28,134.500000,135.339996,134.279999,135.190002,125.875229,3972600
2019-08-29,135.610001,136.440002,134.520004,136.020004,126.648018,3045200
2019-08-30,136.110001,137.110001,135.759995,136.729996,127.309128,3742800
2019-09-03,136.350006,137.669998,135.880005,137.460007,127.988831,2989800
2019-09-04,137.809998,139.179993,137.250000,139.149994,129.562393,3201700
2019-09-05,138.800003,138.800003,135.550003,135.979996,127.485748,4994600
2019-09-06,136.929993,137.419998,136.020004,137.369995,128.788910,3051600
2019-09-09,136.399994,136.679993,135.429993,136.399994,127.879524,4062100
2019-09-10,135.740005,136.509995,134.679993,135.860001,127.373268,4175000
2019-09-11,135.270004,136.789993,134.880005,136.360001,127.842026,5005100
2019-09-12,136.740005,138.289993,136.740005,137.289993,128.713928,4146900
2019-09-13,136.080002,136.949997,135.679993,136.440002,127.917023,4008200
2019-09-16,136.389999,136.500000,134.380005,134.880005,126.454468,2953600
2019-09-17,134.960007,136.309998,134.509995,135.699997,127.223221,4013300
2019-09-18,135.809998,136.000000,134.100006,135.500000,127.035751,2647800
2019-09-19,135.410004,135.839996,135.080002,135.479996,127.016991,2804500
2019-09-20,135.000000,135.759995,134.479996,134.710007,126.295082,6671100
2019-09-23,134.960007,135.750000,134.960007,135.440002,126.979485,3346500
2019-09-24,136.250000,136.449997,134.580002,135.360001,126.904465,4798500
2019-09-25,135.210007,135.660004,134.509995,135.089996,126.651375,3579500
2019-09-26,135.869995,136.330002,135.009995,135.720001,127.241997,4309600
2019-09-27,136.240005,136.240005,134.669998,135.600006,127.129494,3559400
2019-09-30,136.070007,137.729996,135.869995,137.100006,128.535797,3705200
2019-10-01,136.929993,137.940002,136.089996,137.369995,128.788910,3638900
2019-10-02,136.889999,137.380005,133.490005,133.940002,125.573181,5728600
2019-10-03,138.440002,139.750000,136.500000,137.929993,129.313934,8829700
2019-10-04,137.839996,140.449997,137.619995,140.279999,131.517151,5278700
2019-10-07,139.289993,139.610001,137.970001,138.339996,129.698318,4273300
2019-10-08,137.649994,138.449997,137.080002,137.240005,128.667053,4074900
2019-10-09,137.320007,138.169998,136.830002,137.850006,129.238953,3065300
2019-10-10,137.110001,138.250000,136.639999,137.889999,129.276443,2191000
2019-10-11,138.080002,138.699997,137.089996,137.639999,129.042068,2761400
2019-10-14,137.839996,138.300003,137.240005,137.449997,128.863922,2371500
2019-10-15,137.479996,137.949997,136.160004,136.330002,127.813881,3369300
2019-10-16,136.139999,136.490005,135.580002,136.419998,127.898254,2812000
2019-10-17,137.070007,137.619995,136.600006,136.960007,128.404556,2322500
2019-10-18,137.270004,137.369995,136.229996,136.250000,127.738884,3630400
2019-10-21,136.339996,136.740005,135.660004,136.119995,127.616982,2829400
2019-10-22,136.649994,137.350006,136.309998,136.660004,128.123276,3248100
2019-10-23,136.610001,137.500000,136.610001,137.449997,128.863922,2323600
2019-10-24,137.699997,138.110001,136.789993,137.889999,129.276443,2292500
2019-10-25,137.779999,137.919998,136.229996,136.639999,128.104523,2520000
2019-10-28,136.550003,137.550003,136.149994,136.570007,128.038910,3212600
2019-10-29,136.830002,137.119995,135.940002,136.080002,127.579498,2550300
2019-10-30,135.860001,137.289993,135.410004,136.899994,128.348267,2653700
2019-10-31,136.800003,137.529999,136.100006,137.169998,128.601425,4492300
2019-11-01,137.550003,138.339996,136.699997,136.929993,128.376389,3054900
2019-11-04,136.800003,137.100006,134.729996,135.160004,126.716980,3202400
2019-11-05,134.830002,135.100006,132.600006,134.009995,125.638802,4300800
2019-11-06,134.500000,134.880005,133.550003,134.440002,126.041946,3645600
2019-11-07,134.410004,134.500000,133.119995,133.320007,124.991928,3338700
2019-11-08,133.289993,134.130005,132.570007,133.130005,124.813789,2604000
2019-11-11,133.029999,133.029999,131.970001,132.389999,124.120018,2227200
2019-11-12,132.679993,132.679993,131.589996,131.979996,123.735626,3246500
2019-11-13,132.630005,133.570007,132.009995,133.289993,124.963776,3166600
2019-11-14,133.600006,133.910004,132.729996,133.330002,125.001297,2141900
2019-11-15,133.660004,133.919998,132.800003,133.809998,125.451309,3648700
2019-11-18,134.000000,135.690002,133.910004,134.059998,125.685692,3619700
2019-11-19,134.649994,135.059998,134.070007,134.570007,126.163849,3019100
2019-11-20,134.309998,135.199997,133.399994,133.740005,125.385689,3047700
2019-11-21,133.429993,134.210007,133.089996,133.910004,125.545059,3391200
2019-11-22,133.919998,134.529999,133.020004,134.070007,125.695084,3014900
2019-11-25,134.660004,134.779999,133.210007,133.830002,125.470055,3612400
2019-11-26,134.289993,135.869995,133.869995,135.699997,127.223221,4947400
2019-11-27,135.699997,136.520004,135.330002,135.910004,127.420135,2476100
2019-11-29,136.059998,136.419998,135.259995,135.830002,127.345123,2978400
2019-12-02,136.649994,136.649994,134.440002,135.880005,127.392021,3866300
2019-12-03,136.660004,136.660004,134.320007,135.460007,126.998253,5000000
2019-12-04,134.949997,137.369995,134.539993,137.300003,128.723312,4228200
2019-12-05,136.190002,136.539993,135.270004,136.339996,128.718567,3351800
2019-12-06,136.669998,137.690002,136.339996,137.360001,129.681564,3216900
2019-12-09,137.149994,138.039993,137.000000,137.160004,129.492752,3882900
2019-12-10,137.610001,137.610001,136.169998,136.270004,128.652496,2940200
2019-12-11,137.050003,137.539993,136.320007,137.100006,129.436096,3339100
2019-12-12,136.800003,137.899994,136.750000,137.179993,129.511597,3502100
2019-12-13,136.929993,138.250000,136.190002,137.940002,130.229141,3557900
2019-12-16,136.949997,137.520004,136.160004,137.059998,129.398331,4701000
2019-12-17,137.050003,137.440002,135.690002,136.169998,128.558075,5491800
2019-12-18,137.050003,137.300003,135.630005,135.970001,128.369263,5370500
2019-12-19,136.220001,136.740005,135.949997,136.470001,128.841278,3641700
2019-12-20,137.410004,138.130005,135.160004,137.919998,130.210251,10311300
2019-12-23,137.690002,138.130005,136.839996,137.039993,129.379425,2992900
2019-12-24,137.089996,137.380005,136.270004,136.889999,129.237839,1220600
2019-12-26,136.860001,137.339996,136.100006,136.690002,129.049026,2934700
2019-12-27,136.880005,137.580002,136.630005,137.539993,129.851501,2554000
2019-12-30,136.699997,137.970001,136.479996,136.809998,129.162292,3024700
2019-12-31,136.690002,137.259995,136.029999,136.669998,129.030136,3229400
2020-01-02,136.869995,137.229996,135.139999,135.820007,128.227661,3784100
2020-01-03,135.460007,136.789993,135.130005,135.630005,128.048279,4000100
